customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
RN97635,arizona,m,bachelor,321497,53984,80,0,Corporate Auto,four-door car,421
BI76326,california,f,college,1227534,52135,156,0,Personal Auto,suv,430
JA34909,california,f,college,272221,17576,71,0,Corporate Auto,four-door car,398
OJ90342,oregon,f,bachelor,245744,29486,62,0,Personal Auto,four-door car,7
CM88932,oregon,f,master,355484,58557,88,0,Corporate Auto,four-door car,55
JJ97525,california,m,bachelor,492954,25632,63,0,Personal Auto,two-door car,351
XV21647,california,f,high school or below,803645,0,112,0,Personal Auto,luxury,806
MC83487,arizona,m,bachelor,427691,18768,68,3,Corporate Auto,four-door car,647
BL90769,california,f,bachelor,3347334,33190,106,0,Personal Auto,suv,508
CR57148,oregon,f,master,596058,47945,74,0,Personal Auto,two-door car,128
CP85232,arizona,m,college,4479546,58778,126,0,Special Auto,suv,302
YL74732,california,f,high school or below,383211,15192,100,0,Personal Auto,suv,480
FG16766,california,f,bachelor,683793,51859,171,0,Personal Auto,suv,1003
NV55438,nevada,f,high school or below,528526,23422,72,0,Personal Auto,two-door car,518
RM10880,california,f,college,309651,21604,79,0,Corporate Auto,four-door car,379
GL56175,arizona,m,college,358971,79298,90,0,Personal Auto,four-door car,244
UK52289,arizona,f,bachelor,258240,76731,64,0,Special Auto,four-door car,201
OT85112,washington,m,college,340391,38460,88,1,Personal Auto,four-door car,91
BC62782,arizona,f,college,1357567,48534,115,1,Personal Auto,suv,552
TI19722,washington,m,doctor,343613,30817,88,0,Corporate Auto,four-door car,91
JP30654,oregon,f,college,2868582,48412,104,0,Personal Auto,suv,707
UM45563,washington,m,bachelor,450267,68798,114,0,Personal Auto,suv,92
EN60878,oregon,m,bachelor,618311,23712,85,0,Personal Auto,four-door car,376
JF36291,california,m,college,387364,28142,105,0,Personal Auto,luxury,701
BK59444,california,f,master,1892933,72196,68,0,Personal Auto,four-door car,152
MK70700,california,m,master,555329,68197,69,0,Personal Auto,four-door car,176
IW71076,california,m,bachelor,501125,75248,63,0,Corporate Auto,four-door car,104
AP98768,california,f,college,1044244,0,98,0,Personal Auto,four-door car,941
OM24164,nevada,m,bachelor,219961,0,65,1,Personal Auto,two-door car,468
HR85211,washington,f,master,512317,89879,63,0,Personal Auto,two-door car,94
VC87846,oregon,m,high school or below,748431,46998,96,0,Corporate Auto,four-door car,460
ZM92052,oregon,m,bachelor,261302,57099,67,0,Personal Auto,two-door car,67
ON73702,arizona,f,bachelor,908063,33897,114,0,Corporate Auto,suv,539
QQ90441,nevada,f,high school or below,1377097,59207,116,0,Personal Auto,four-door car,556
HU35721,oregon,m,high school or below,287682,40171,73,0,Personal Auto,four-door car,350
YP47665,washington,m,doctor,540891,80192,67,0,Personal Auto,four-door car,95
FU99476,washington,m,high school or below,677030,74422,85,1,Personal Auto,four-door car,95
AG85615,oregon,m,college,2414387,0,87,0,Special Auto,four-door car,626
OY74069,arizona,f,college,353805,0,67,5,Personal Auto,four-door car,321
DJ91267,nevada,f,bachelor,2909123,34226,244,0,Personal Auto,luxury suv,494
KB72438,california,f,high school or below,1983420,65989,123,1,Personal Auto,suv,115
TR67616,oregon,m,high school or below,473136,30686,61,0,Corporate Auto,four-door car,19
GF65731,california,f,master,3553784,0,113,0,Personal Auto,luxury,799
HB67642,arizona,f,high school or below,3461137,20090,109,0,Personal Auto,luxury,523
DP84567,california,m,high school or below,2021630,0,183,0,Personal Auto,luxury suv,878
VV77534,oregon,m,college,1397651,77094,176,0,Personal Auto,suv,444
GL67540,california,f,college,590408,97413,73,0,Personal Auto,four-door car,268
SV50502,oregon,f,master,559583,79189,69,0,Corporate Auto,four-door car,331
UK59698,california,f,high school or below,229430,0,62,0,Personal Auto,two-door car,297
OA57352,arizona,f,college,627391,18577,86,0,Personal Auto,four-door car,412
ZF84449,oregon,f,college,372672,0,112,1,Special Auto,luxury,806
AX86150,washington,m,high school or below,265671,62777,67,0,Personal Auto,two-door car,101
HG39060,oregon,m,bachelor,511068,0,74,0,Corporate Auto,four-door car,532
EM29359,nevada,m,college,712659,17483,183,0,Personal Auto,luxury,1317
SF57173,oregon,m,master,460163,84394,114,0,Personal Auto,suv,691
OT47603,oregon,m,college,915523,0,127,0,Personal Auto,luxury,804
SW31412,oregon,f,college,1480805,41440,62,1,Personal Auto,four-door car,297
JS36322,arizona,m,high school or below,890167,0,136,1,Personal Auto,luxury,1090
RE81445,oregon,f,college,573459,98132,71,0,Personal Auto,two-door car,50
RM24280,oregon,f,high school or below,417769,0,112,0,Personal Auto,four-door car,537
LC25393,california,m,bachelor,2777628,88220,230,0,Personal Auto,luxury,151
UX38930,arizona,f,master,1036434,58327,129,0,Personal Auto,suv,347
HD95496,oregon,m,master,785190,25950,66,0,Personal Auto,two-door car,271
RX24650,oregon,m,high school or below,477294,20993,133,0,Corporate Auto,suv,638
DW19309,oregon,m,high school or below,1422650,65726,177,0,Corporate Auto,suv,849
MT41386,washington,m,bachelor,287543,84768,72,0,Personal Auto,two-door car,110
WZ40465,washington,f,bachelor,504129,36234,63,0,Personal Auto,four-door car,113
DB42794,california,m,college,436293,58842,110,0,Personal Auto,four-door car,528
JB50798,oregon,f,master,962452,25629,124,2,Corporate Auto,luxury,595
IP69763,washington,f,college,2191440,77311,181,0,Personal Auto,suv,113
TE35785,california,m,doctor,694842,0,196,2,Personal Auto,luxury suv,1337
HX74855,washington,m,high school or below,247152,95697,61,0,Personal Auto,two-door car,114
QN65180,oregon,f,bachelor,2190391,22254,79,0,Personal Auto,four-door car,125
GE47180,nevada,m,high school or below,902882,65974,113,0,Personal Auto,luxury,235
VQ38776,oregon,f,college,530375,0,76,0,Personal Auto,four-door car,395
BH86846,washington,m,high school or below,2070825,92079,65,1,Corporate Auto,four-door car,114
IN17648,nevada,m,high school or below,512376,0,74,0,Personal Auto,two-door car,772
DF95759,oregon,m,college,949234,0,132,0,Personal Auto,suv,633
QG45324,oregon,f,high school or below,820486,0,73,0,Personal Auto,four-door car,350
MN61620,arizona,f,college,987729,67752,131,4,Personal Auto,luxury,168
YH86390,california,f,bachelor,481500,25398,64,0,Corporate Auto,four-door car,307
FY13480,california,m,high school or below,627701,0,88,0,Personal Auto,four-door car,633
YH61661,california,m,high school or below,826063,33321,105,0,Special Auto,suv,504
NL93182,nevada,m,bachelor,254945,0,78,0,Corporate Auto,four-door car,845
LN31673,washington,f,college,1131808,38923,99,2,Personal Auto,four-door car,115
WE68644,oregon,f,bachelor,380392,20325,100,0,Personal Auto,luxury,668
EZ30498,oregon,m,bachelor,863540,13129,117,0,Personal Auto,suv,700
QY74517,oregon,f,high school or below,551055,0,73,0,Personal Auto,four-door car,525
NM88660,nevada,m,master,358588,49080,91,0,Corporate Auto,four-door car,25
MZ82036,nevada,m,college,488925,42536,63,0,Personal Auto,four-door car,375
ID20929,oregon,m,bachelor,275694,29926,74,0,Corporate Auto,four-door car,418
EY50028,nevada,m,doctor,328954,0,86,0,Corporate Auto,two-door car,398
TT82373,california,f,bachelor,1093717,21450,138,0,Personal Auto,luxury,938
OH64088,california,m,high school or below,737556,33345,65,0,Corporate Auto,four-door car,338
SK97780,california,f,bachelor,1011077,15752,90,0,Corporate Auto,two-door car,339
IO33050,oregon,f,high school or below,511941,40169,65,1,Personal Auto,four-door car,302
XA55917,california,f,college,853383,26049,113,1,Personal Auto,suv,619
JK32620,nevada,m,college,222476,0,68,0,Personal Auto,four-door car,326
RQ19236,arizona,m,doctor,804280,55411,100,0,Personal Auto,luxury,259
QC47433,oregon,m,college,255443,12459,70,0,Personal Auto,four-door car,336
RA93608,oregon,m,bachelor,1807394,64620,76,1,Personal Auto,two-door car,364
XH97711,california,m,bachelor,243050,83140,61,0,Corporate Auto,four-door car,179
AU96286,oregon,f,bachelor,316765,0,92,0,Corporate Auto,four-door car,662
KC17170,arizona,f,bachelor,546560,54422,68,0,Corporate Auto,four-door car,75
ZN47335,california,m,college,1035751,68309,131,0,Corporate Auto,suv,306
EI46264,california,m,high school or below,253781,56621,65,2,Personal Auto,four-door car,84
EK87864,arizona,f,college,282194,38977,70,0,Special Auto,four-door car,139
GV45403,arizona,m,bachelor,775712,0,111,0,Corporate Auto,two-door car,607
QK31192,arizona,m,high school or below,407913,0,114,0,Corporate Auto,two-door car,631
LU89008,arizona,f,college,595554,0,83,0,Personal Auto,four-door car,628
NS10490,oregon,f,bachelor,1415861,83235,70,0,Personal Auto,two-door car,336
KL98495,nevada,m,college,848723,0,74,0,Personal Auto,two-door car,426
IU96845,arizona,m,college,628547,32390,80,0,Personal Auto,four-door car,91
QL93655,oregon,f,high school or below,1147348,66538,95,0,Personal Auto,two-door car,317
PF40592,washington,f,college,494263,23285,65,0,Personal Auto,two-door car,118
LZ34046,oregon,m,bachelor,2359468,76358,66,0,Personal Auto,four-door car,86
JC80093,washington,m,master,257250,21104,66,0,Personal Auto,four-door car,118
YE88490,arizona,f,college,538089,55350,67,0,Personal Auto,four-door car,321
YC80498,california,f,college,477055,12964,65,0,Personal Auto,two-door car,362
AI85843,arizona,f,master,675665,33288,86,2,Personal Auto,four-door car,221
XD66024,arizona,f,college,593601,0,84,0,Personal Auto,four-door car,980
FY51713,arizona,f,bachelor,357076,56168,88,0,Personal Auto,four-door car,614
PH26378,california,m,college,601996,0,92,0,Personal Auto,four-door car,662
WQ18638,oregon,m,high school or below,542686,23105,69,0,Personal Auto,two-door car,331
KY14688,oregon,f,master,273031,36218,68,0,Personal Auto,four-door car,145
TC97762,california,f,high school or below,498268,52275,62,0,Corporate Auto,four-door car,374
QC87108,oregon,f,college,876926,49665,74,0,Personal Auto,four-door car,355
CX12134,nevada,m,high school or below,422061,32471,110,0,Personal Auto,two-door car,528
SM73248,arizona,m,high school or below,1153750,0,86,1,Corporate Auto,two-door car,619
CK19789,california,f,master,588718,62773,73,0,Personal Auto,four-door car,80
UV12583,california,f,college,470058,76694,117,0,Personal Auto,suv,561
JC11405,oregon,m,high school or below,1096395,55687,276,0,Personal Auto,luxury suv,1324
KA89683,arizona,f,high school or below,252317,0,70,0,Personal Auto,four-door car,504
BG85305,nevada,m,doctor,375780,36633,96,1,Personal Auto,four-door car,460
UQ87917,oregon,m,high school or below,1294173,77060,106,0,Personal Auto,suv,468
XN11823,nevada,f,bachelor,376446,92600,94,0,Corporate Auto,two-door car,842
OS46571,california,m,high school or below,688955,0,66,0,Personal Auto,four-door car,475
PX17116,nevada,m,college,362345,0,111,2,Corporate Auto,suv,1171
RP19541,arizona,m,college,758211,64801,64,0,Personal Auto,four-door car,268
ZR25747,oregon,f,college,827774,45257,103,0,Corporate Auto,two-door car,494
NQ86532,california,m,high school or below,257645,26854,66,0,Personal Auto,four-door car,475
JY27336,oregon,f,college,820538,85840,102,2,Corporate Auto,suv,138
PB54378,oregon,f,doctor,1958246,26463,72,0,Corporate Auto,four-door car,345
SV38190,nevada,f,bachelor,648152,30689,81,0,Personal Auto,four-door car,467
CV24005,oregon,m,high school or below,259931,29590,66,0,Corporate Auto,two-door car,467
EX28656,oregon,f,college,983033,25965,253,0,Personal Auto,luxury suv,1214
CF57022,oregon,m,bachelor,1044265,17269,139,0,Personal Auto,suv,667
GM16780,oregon,m,college,3605753,90330,137,3,Corporate Auto,luxury,192
BX94438,california,f,high school or below,847003,0,113,0,Corporate Auto,suv,619
RM41745,california,f,high school or below,827878,0,110,0,Personal Auto,four-door car,1002
XR70252,california,f,high school or below,478893,0,67,1,Personal Auto,two-door car,321
YH92099,arizona,f,bachelor,308799,18558,80,0,Special Auto,four-door car,384
SG81493,arizona,m,bachelor,444373,46384,113,0,Corporate Auto,four-door car,251
ZX23819,oregon,f,high school or below,798408,0,72,0,Personal Auto,two-door car,866
FJ54907,oregon,f,college,718097,42303,180,0,Personal Auto,luxury suv,1210
CU26127,california,f,bachelor,1565603,71731,130,0,Corporate Auto,suv,599
YH60476,oregon,m,high school or below,578018,51066,74,0,Corporate Auto,four-door car,787
ZZ97035,california,m,college,2071494,0,203,0,Corporate Auto,luxury,2027
GE82737,nevada,f,bachelor,533735,0,86,3,Personal Auto,four-door car,619
KY21873,arizona,m,college,505082,0,69,0,Personal Auto,two-door car,72
UA51318,arizona,f,high school or below,511662,26173,68,1,Corporate Auto,four-door car,449
BV55014,oregon,m,bachelor,726873,24445,63,0,Personal Auto,two-door car,302
HX21307,oregon,m,college,261661,72302,66,0,Personal Auto,two-door car,316
LQ68252,oregon,m,high school or below,373843,27208,102,0,Personal Auto,suv,489
CR92802,california,f,master,272535,36650,69,1,Special Auto,four-door car,56
SL35268,arizona,m,college,545386,30855,68,0,Corporate Auto,four-door car,259
RD62882,arizona,f,bachelor,684615,0,95,0,Personal Auto,two-door car,456
JS42382,oregon,m,master,617291,99960,76,0,Corporate Auto,four-door car,364
BT30554,arizona,f,bachelor,1034632,0,98,0,Personal Auto,four-door car,470
VP57424,nevada,f,bachelor,699700,55873,88,0,Personal Auto,four-door car,299
VU19243,arizona,f,high school or below,419625,18052,111,0,Personal Auto,four-door car,699
TA82973,oregon,f,high school or below,785810,28937,104,2,Personal Auto,suv,117
GK71720,oregon,f,high school or below,606434,0,86,0,Personal Auto,four-door car,545
OQ61223,california,m,college,1749752,0,73,0,Personal Auto,two-door car,350
LL62746,oregon,m,doctor,897064,12829,118,0,Personal Auto,suv,328
JQ56711,oregon,f,master,592311,92163,73,0,Personal Auto,two-door car,66
AW77988,oregon,m,high school or below,3585059,17588,192,0,Personal Auto,luxury,1382
QP84605,washington,f,bachelor,870984,41546,111,0,Corporate Auto,four-door car,121
MY97912,arizona,m,college,1330933,0,127,0,Personal Auto,suv,609
IB87349,california,m,high school or below,452850,70340,113,0,Special Auto,four-door car,542
AW73065,oregon,f,high school or below,279190,0,74,0,Personal Auto,four-door car,532
BW80872,washington,m,high school or below,443441,34549,111,0,Personal Auto,four-door car,125
PX70175,arizona,m,college,799600,93459,99,0,Personal Auto,four-door car,655
KF75098,arizona,m,bachelor,512973,86148,65,2,Personal Auto,four-door car,312
IS50283,california,f,bachelor,569717,27048,72,0,Corporate Auto,four-door car,345
MY64920,oregon,f,college,921713,73259,115,0,Personal Auto,suv,673
KN34250,oregon,f,college,1020892,35482,129,0,Corporate Auto,suv,619
GN46207,oregon,f,master,417068,29462,107,1,Personal Auto,suv,513
KL57176,oregon,f,college,450540,67801,115,1,Personal Auto,suv,23
MN94234,california,m,high school or below,310756,0,94,4,Personal Auto,two-door car,451
JY90595,arizona,m,high school or below,552866,16042,73,0,Personal Auto,two-door car,350
HK26543,california,m,high school or below,504586,28056,64,1,Personal Auto,four-door car,307
PN86062,california,m,high school or below,296272,16495,85,3,Corporate Auto,four-door car,408
VW27730,california,f,master,866595,41163,108,0,Corporate Auto,suv,231
SH55671,arizona,f,college,1141344,0,161,1,Personal Auto,luxury,772
MO56878,california,m,bachelor,1548843,33799,109,3,Corporate Auto,suv,664
VO38365,washington,f,college,886114,90125,110,0,Corporate Auto,suv,128
SV35618,oregon,f,bachelor,593474,87747,147,1,Personal Auto,suv,46
RX12347,nevada,m,college,354323,35695,90,0,Personal Auto,four-door car,432
FR55658,california,m,master,349002,90985,87,0,Personal Auto,four-door car,78
XS12556,california,f,college,368309,0,101,0,Corporate Auto,luxury,564
ZU73588,california,m,college,598977,66839,154,0,Personal Auto,luxury,739
WT43034,california,f,high school or below,1250084,0,165,0,Personal Auto,suv,792
VM13430,oregon,f,bachelor,860915,79090,107,0,Corporate Auto,suv,289
TC78849,oregon,m,bachelor,249745,24825,64,0,Personal Auto,two-door car,155
VC34764,california,m,college,701917,26806,63,0,Personal Auto,four-door car,302
WO90953,oregon,f,college,538792,56835,67,0,Personal Auto,two-door car,326
IU47468,oregon,f,bachelor,616555,0,88,0,Special Auto,two-door car,653
KO46064,california,m,bachelor,273020,46135,69,0,Personal Auto,four-door car,103
RB34917,arizona,f,bachelor,516211,0,73,0,Personal Auto,four-door car,809
BI38192,oregon,f,high school or below,793706,22862,67,0,Personal Auto,two-door car,321
PU18983,oregon,f,high school or below,860815,21450,110,2,Personal Auto,luxury,528
SW79912,oregon,m,bachelor,263254,95854,65,0,Personal Auto,two-door car,312
ES39217,oregon,f,bachelor,778500,44897,99,1,Personal Auto,four-door car,580
KP72427,washington,m,high school or below,2163983,64455,108,0,Personal Auto,suv,133
